,user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
0,0,35436,29,11,0,1,0,3.5,0.18736181972789115,3.5,0.0,-1.0,-1.0,-1,1,-1,-1,4,1,99,str,2023-06-11 10:25:17
1,0,35438,18,23,0,1,0,5.0,0.06534031313766997,5.0,1.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-11 10:25:20
2,0,35438,18,23,0,1,0,5.0,0.06534031313766997,5.0,1.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-11 10:29:15
3,0,35455,29,0,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,1,4,1,99,str,2023-06-12 09:10:46
4,0,35478,18,29,0,1,0,5.0,0.2955079428647711,5.0,5.0,5.0,5.0,-1,1,-1,-1,5,0,13,str,2023-06-12 16:10:19
5,0,35478,29,29,0,1,0,3.5,0.23829365079365078,3.5,3.5,3.5,3.5,-1,1,-1,-1,4,1,99,str,2023-06-12 16:11:04
6,0,35478,29,29,0,1,0,3.5,0.23829365079365078,3.5,3.5,3.5,3.5,-1,1,-1,-1,4,1,99,str,2023-06-12 16:11:46
7,0,35478,24,29,0,1,0,4.5,0.4671641791044776,4.5,4.5,4.5,4.5,-1,2,-1,-1,4,0,21,str,2023-06-12 16:11:54
8,0,35478,5,29,0,1,0,4.0,0.29559770937723695,4.0,4.0,4.0,4.0,-1,4,-1,-1,4,0,30,str,2023-06-12 16:12:12
9,0,35478,18,29,0,1,0,5.0,0.2955079428647711,5.0,5.0,5.0,5.0,-1,1,-1,-1,5,0,13,str,2023-06-12 16:13:00
10,0,35493,29,6,0,1,0,3.5,0.10903013983371125,3.5,3.5,0.0,-1.0,-1,1,-1,-1,4,1,99,str,2023-06-12 16:31:17
11,0,35507,29,8,0,1,0,3.5,0.21884093915343913,3.5,3.5,0.0,-1.0,-1,1,-1,-1,4,1,99,str,2023-06-12 18:49:15
12,0,35541,18,23,0,1,0,5.0,0.23502506265664158,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 09:32:25
13,0,35541,32,23,0,1,0,5.0,0.2935668498168498,5.0,5.0,-1.0,-1.0,-1,2,-1,-1,5,0,16,str,2023-06-13 09:32:57
14,0,35542,18,23,0,1,0,2.5,0.15451649958228905,0.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 09:34:01
15,0,35542,32,23,0,1,0,2.5,0.20093864468864467,0.0,5.0,-1.0,-1.0,-1,2,-1,-1,5,0,16,str,2023-06-13 09:34:26
16,0,35542,29,4,0,1,0,3.5,0.15946948223733937,3.5,3.5,-1.0,-1.0,-1,1,-1,-1,4,1,99,str,2023-06-13 09:35:08
17,0,35542,22,4,0,1,0,4.5,0.26162367724867724,4.5,4.5,-1.0,-1.0,-1,2,-1,-1,4,0,18,str,2023-06-13 09:35:43
18,0,35542,29,4,0,1,0,3.5,0.15946948223733937,3.5,3.5,-1.0,-1.0,-1,1,-1,-1,4,1,99,str,2023-06-13 09:35:55
19,0,35542,5,4,0,1,0,4.0,0.19590832395950505,4.0,4.0,-1.0,-1.0,-1,3,-1,-1,4,0,30,str,2023-06-13 09:36:09
20,0,35542,22,23,0,1,0,4.5,0.26162367724867724,4.5,4.5,-1.0,-1.0,-1,2,-1,-1,4,0,18,str,2023-06-13 09:37:01
21,0,35542,17,23,0,1,0,4.0,0.24276729559748425,4.0,4.0,-1.0,-1.0,-1,3,-1,-1,4,0,46,str,2023-06-13 09:37:13
22,0,35546,18,27,0,1,0,5.0,0.275496506417559,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 11:15:20
23,0,35546,32,27,0,1,0,5.0,0.32572115384615385,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,16,str,2023-06-13 11:15:50
24,0,35546,18,27,0,1,0,5.0,0.275496506417559,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 11:16:05
25,0,35546,18,27,0,1,0,5.0,0.275496506417559,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 11:21:40
26,0,35546,18,27,0,1,0,5.0,0.275496506417559,5.0,5.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-13 11:25:41
27,0,35550,30,22,0,1,0,0.0,0.14218447541618273,0.0,0.0,-1.0,-1.0,-1,6,-1,-1,5,0,9,str,2023-06-13 12:27:57
28,0,35550,7,22,0,1,0,0.0,0.15793650793650793,0.0,0.0,-1.0,-1.0,-1,7,-1,-1,4,0,20,str,2023-06-13 12:28:08
29,0,35550,16,22,0,1,0,0.0,0.1601851851851852,0.0,0.0,-1.0,-1.0,-1,8,-1,-1,4,0,11,str,2023-06-13 12:28:27
30,0,35554,18,20,0,1,0,5.0,0.1569844750765803,5.0,5.0,5.0,5.0,-1,1,-1,-1,5,0,13,str,2023-06-13 12:28:43
